ticket_id,customer_id,ticket_month,reason,resolved_flag
TKT003466,CUST001700,2025-02-01,General inquiry,1
TKT003467,CUST001700,2025-02-01,Late payment inquiry,1
TKT003468,CUST001700,2025-06-01,Requesting card cancellation,1
TKT003469,CUST001700,2025-09-01,Requesting card cancellation,1
TKT003470,CUST001700,2025-09-01,Fee complaint,1
TKT003471,CUST001700,2025-10-01,Fee complaint,1
TKT003472,CUST001700,2025-11-01,Rewards points issue,1
TKT003473,CUST001709,2025-02-01,Requesting credit limit increase,1
TKT003474,CUST001709,2025-03-01,Card not working,1
TKT003475,CUST001709,2025-03-01,General inquiry,0
TKT003476,CUST001709,2025-06-01,App/website login issue,1
TKT003477,CUST001709,2025-06-01,Rewards points issue,1
TKT003478,CUST001709,2025-07-01,Late payment inquiry,1
TKT003479,CUST001709,2025-07-01,Fee complaint,1
TKT003480,CUST001709,2025-08-01,Fee complaint,0
TKT003481,CUST001709,2025-09-01,App/website login issue,0
TKT003482,CUST001709,2025-09-01,Fee complaint,1
TKT003483,CUST001709,2025-12-01,Card not working,1
TKT003484,CUST001711,2025-01-01,Late payment inquiry,1
TKT003485,CUST001711,2025-03-01,Billing dispute,1
TKT003486,CUST001711,2025-04-01,Requesting card cancellation,1
TKT003487,CUST001712,2025-03-01,Card not working,1
TKT003488,CUST001712,2025-03-01,Fee complaint,1
TKT003489,CUST001712,2025-05-01,Requesting credit limit increase,1
TKT003490,CUST001713,2025-01-01,Fee complaint,1
TKT003491,CUST001713,2025-01-01,Fee complaint,1
TKT003492,CUST001713,2025-01-01,General inquiry,1
TKT003493,CUST001713,2025-02-01,Late payment inquiry,0
TKT003494,CUST001713,2025-03-01,Billing dispute,1
TKT003495,CUST001713,2025-03-01,App/website login issue,1
TKT003496,CUST001713,2025-04-01,Late payment inquiry,1
TKT003497,CUST001713,2025-05-01,Requesting card cancellation,1
TKT003498,CUST001713,2025-06-01,Billing dispute,1
TKT003499,CUST001713,2025-06-01,Billing dispute,0
TKT003500,CUST001713,2025-07-01,General inquiry,1
TKT003501,CUST001713,2025-07-01,Requesting card cancellation,1
TKT003502,CUST001713,2025-08-01,Fraud concern,1
TKT003503,CUST001713,2025-09-01,Billing dispute,0
TKT003504,CUST001713,2025-10-01,Billing dispute,0
TKT003505,CUST001713,2025-10-01,Fee complaint,1
TKT003506,CUST001713,2025-10-01,Fraud concern,1
TKT003507,CUST001713,2025-11-01,Billing dispute,1
TKT003508,CUST001713,2025-11-01,Billing dispute,1
TKT003509,CUST001713,2025-11-01,Fee complaint,1
TKT003510,CUST001713,2025-12-01,Fee complaint,1
TKT003511,CUST001714,2025-07-01,Rewards points issue,0
TKT003512,CUST001714,2025-07-01,Late payment inquiry,1
TKT003513,CUST001718,2025-02-01,Card not working,1
TKT003514,CUST001718,2025-02-01,Fraud concern,0
TKT003515,CUST001718,2025-02-01,App/website login issue,1
TKT003516,CUST001718,2025-03-01,Late payment inquiry,1
TKT003517,CUST001718,2025-03-01,Rewards points issue,1
TKT003518,CUST001718,2025-03-01,Late payment inquiry,1
TKT003519,CUST001718,2025-04-01,Billing dispute,1
TKT003520,CUST001719,2025-03-01,Fraud concern,1
TKT003521,CUST001719,2025-05-01,Requesting card cancellation,1
TKT003522,CUST001721,2025-01-01,Requesting credit limit increase,1
TKT003523,CUST001721,2025-01-01,General inquiry,0
TKT003524,CUST001721,2025-03-01,Card not working,1
TKT003525,CUST001721,2025-06-01,Requesting card cancellation,1
TKT003526,CUST001721,2025-07-01,General inquiry,0
TKT003527,CUST001721,2025-08-01,Fraud concern,1
TKT003528,CUST001721,2025-08-01,App/website login issue,1
TKT003529,CUST001721,2025-09-01,Fee complaint,1
TKT003530,CUST001721,2025-09-01,Rewards points issue,0
TKT003531,CUST001721,2025-10-01,Card not working,1
TKT003532,CUST001721,2025-11-01,Late payment inquiry,1
TKT003533,CUST001723,2025-05-01,Fraud concern,1
TKT003534,CUST001723,2025-05-01,Requesting card cancellation,0
TKT003535,CUST001723,2025-05-01,Requesting card cancellation,1
TKT003536,CUST001723,2025-06-01,Late payment inquiry,0
TKT003537,CUST001723,2025-07-01,Card not working,1
TKT003538,CUST001724,2025-01-01,Requesting card cancellation,1
TKT003539,CUST001724,2025-01-01,Requesting card cancellation,0
TKT003540,CUST001724,2025-03-01,General inquiry,1
TKT003541,CUST001724,2025-03-01,Fee complaint,1
TKT003542,CUST001724,2025-04-01,Requesting card cancellation,1
TKT003543,CUST001724,2025-05-01,Fee complaint,1
TKT003544,CUST001724,2025-06-01,Card not working,1
TKT003545,CUST001724,2025-06-01,Card not working,1
TKT003546,CUST001724,2025-06-01,Fee complaint,1
TKT003547,CUST001724,2025-08-01,General inquiry,1
TKT003548,CUST001724,2025-09-01,Late payment inquiry,1
TKT003549,CUST001724,2025-09-01,Card not working,1
TKT003550,CUST001724,2025-10-01,General inquiry,1
TKT003551,CUST001724,2025-10-01,App/website login issue,1
TKT003552,CUST001731,2025-02-01,App/website login issue,1
TKT003553,CUST001732,2025-02-01,Requesting credit limit increase,1
TKT003554,CUST001732,2025-03-01,General inquiry,1
TKT003555,CUST001732,2025-05-01,Rewards points issue,1
TKT003556,CUST001732,2025-06-01,Fee complaint,0
TKT003557,CUST001732,2025-09-01,Card not working,1
TKT003558,CUST001732,2025-10-01,Rewards points issue,1
TKT003559,CUST001732,2025-11-01,App/website login issue,1
TKT003560,CUST001732,2025-11-01,General inquiry,1
TKT003561,CUST001732,2025-11-01,Requesting card cancellation,1
TKT003562,CUST001734,2025-01-01,General inquiry,0
TKT003563,CUST001734,2025-02-01,Billing dispute,1
TKT003564,CUST001735,2025-06-01,General inquiry,1
TKT003565,CUST001739,2025-01-01,Fee complaint,1
TKT003566,CUST001739,2025-02-01,Fee complaint,1
TKT003567,CUST001739,2025-03-01,Requesting card cancellation,0
TKT003568,CUST001739,2025-05-01,App/website login issue,1
TKT003569,CUST001743,2025-01-01,Fee complaint,1
TKT003570,CUST001743,2025-01-01,Fee complaint,1
TKT003571,CUST001743,2025-02-01,Requesting card cancellation,1
TKT003572,CUST001743,2025-02-01,Billing dispute,1
TKT003573,CUST001743,2025-02-01,Fee complaint,1
TKT003574,CUST001743,2025-02-01,Late payment inquiry,0
TKT003575,CUST001743,2025-02-01,Billing dispute,1
TKT003576,CUST001743,2025-03-01,General inquiry,1
TKT003577,CUST001743,2025-03-01,Late payment inquiry,1
TKT003578,CUST001743,2025-03-01,Late payment inquiry,1
TKT003579,CUST001743,2025-03-01,Requesting card cancellation,1
TKT003580,CUST001743,2025-03-01,Fee complaint,1
TKT003581,CUST001743,2025-04-01,Late payment inquiry,1
TKT003582,CUST001743,2025-05-01,Fee complaint,1
TKT003583,CUST001743,2025-05-01,Fee complaint,1
TKT003584,CUST001743,2025-06-01,Fee complaint,0
TKT003585,CUST001743,2025-07-01,Card not working,1
TKT003586,CUST001743,2025-07-01,Card not working,1
TKT003587,CUST001743,2025-07-01,Requesting card cancellation,1
TKT003588,CUST001743,2025-07-01,Billing dispute,0
TKT003589,CUST001743,2025-07-01,Requesting credit limit increase,1
TKT003590,CUST001743,2025-07-01,Fee complaint,0
TKT003591,CUST001743,2025-09-01,Rewards points issue,1
TKT003592,CUST001743,2025-10-01,Late payment inquiry,1
TKT003593,CUST001743,2025-10-01,Requesting card cancellation,1
TKT003594,CUST001743,2025-10-01,Fee complaint,1
TKT003595,CUST001743,2025-10-01,General inquiry,0
TKT003596,CUST001743,2025-11-01,Late payment inquiry,1
TKT003597,CUST001743,2025-11-01,App/website login issue,1
TKT003598,CUST001743,2025-11-01,App/website login issue,1
TKT003599,CUST001743,2025-11-01,General inquiry,1
TKT003600,CUST001743,2025-12-01,Late payment inquiry,1
TKT003601,CUST001743,2025-12-01,Requesting card cancellation,1
TKT003602,CUST001743,2025-12-01,App/website login issue,1
TKT003603,CUST001743,2025-12-01,Requesting card cancellation,1
TKT003604,CUST001743,2025-12-01,Requesting card cancellation,1
TKT003605,CUST001743,2025-12-01,Billing dispute,0
TKT003606,CUST001743,2025-12-01,Late payment inquiry,1
TKT003607,CUST001746,2025-01-01,General inquiry,1
TKT003608,CUST001746,2025-02-01,Fee complaint,1
TKT003609,CUST001746,2025-05-01,Card not working,1
TKT003610,CUST001750,2025-01-01,Card not working,1
TKT003611,CUST001750,2025-01-01,Requesting credit limit increase,1
TKT003612,CUST001750,2025-01-01,Requesting card cancellation,1
TKT003613,CUST001750,2025-03-01,Rewards points issue,1
TKT003614,CUST001750,2025-05-01,Card not working,0
TKT003615,CUST001750,2025-06-01,Card not working,1
TKT003616,CUST001750,2025-08-01,App/website login issue,1
TKT003617,CUST001750,2025-10-01,Requesting card cancellation,1
TKT003618,CUST001750,2025-11-01,Requesting card cancellation,1
TKT003619,CUST001750,2025-12-01,App/website login issue,1
TKT003620,CUST001751,2025-03-01,Billing dispute,1
TKT003621,CUST001751,2025-06-01,Billing dispute,1
TKT003622,CUST001751,2025-06-01,General inquiry,1
TKT003623,CUST001751,2025-07-01,Rewards points issue,1
TKT003624,CUST001751,2025-07-01,General inquiry,1
TKT003625,CUST001751,2025-08-01,Fraud concern,1
TKT003626,CUST001751,2025-08-01,App/website login issue,1
TKT003627,CUST001751,2025-09-01,General inquiry,1
TKT003628,CUST001751,2025-09-01,Requesting card cancellation,1
TKT003629,CUST001751,2025-09-01,Card not working,1
TKT003630,CUST001751,2025-10-01,Late payment inquiry,1
TKT003631,CUST001751,2025-11-01,Fee complaint,1
TKT003632,CUST001753,2025-01-01,Rewards points issue,1
TKT003633,CUST001753,2025-02-01,App/website login issue,1
TKT003634,CUST001753,2025-04-01,App/website login issue,1
TKT003635,CUST001753,2025-05-01,Billing dispute,1
TKT003636,CUST001753,2025-05-01,Billing dispute,1
TKT003637,CUST001753,2025-06-01,Fee complaint,1
TKT003638,CUST001753,2025-06-01,Requesting card cancellation,1
TKT003639,CUST001753,2025-06-01,Fee complaint,1
TKT003640,CUST001753,2025-08-01,Fraud concern,1
TKT003641,CUST001753,2025-09-01,Fee complaint,1
TKT003642,CUST001753,2025-10-01,Billing dispute,1
TKT003643,CUST001753,2025-10-01,Billing dispute,1
TKT003644,CUST001753,2025-11-01,Billing dispute,1
TKT003645,CUST001755,2025-06-01,General inquiry,0
TKT003646,CUST001759,2025-02-01,Rewards points issue,1
TKT003647,CUST001759,2025-02-01,Fee complaint,0
TKT003648,CUST001762,2025-08-01,Requesting credit limit increase,1
TKT003649,CUST001762,2025-08-01,Fee complaint,1
TKT003650,CUST001762,2025-08-01,Rewards points issue,1
TKT003651,CUST001762,2025-08-01,Late payment inquiry,1
TKT003652,CUST001762,2025-10-01,Rewards points issue,1
TKT003653,CUST001762,2025-10-01,Late payment inquiry,1
TKT003654,CUST001762,2025-10-01,Requesting card cancellation,1
TKT003655,CUST001772,2025-01-01,Card not working,1
TKT003656,CUST001772,2025-02-01,General inquiry,1
TKT003657,CUST001773,2025-02-01,Late payment inquiry,1
TKT003658,CUST001773,2025-02-01,Rewards points issue,1
TKT003659,CUST001773,2025-02-01,General inquiry,1
TKT003660,CUST001773,2025-03-01,Requesting card cancellation,0
TKT003661,CUST001776,2025-08-01,Fee complaint,1
TKT003662,CUST001776,2025-09-01,Fee complaint,1
TKT003663,CUST001776,2025-10-01,Late payment inquiry,0
TKT003664,CUST001777,2025-04-01,Billing dispute,1
TKT003665,CUST001779,2025-02-01,Fraud concern,1
TKT003666,CUST001779,2025-03-01,Requesting card cancellation,1
TKT003667,CUST001779,2025-04-01,Billing dispute,1
TKT003668,CUST001784,2025-03-01,Billing dispute,1
TKT003669,CUST001784,2025-06-01,General inquiry,1
TKT003670,CUST001784,2025-06-01,Rewards points issue,1
TKT003671,CUST001784,2025-06-01,Card not working,1
TKT003672,CUST001784,2025-07-01,Late payment inquiry,1
TKT003673,CUST001784,2025-08-01,App/website login issue,1
TKT003674,CUST001784,2025-08-01,App/website login issue,1
TKT003675,CUST001784,2025-09-01,Rewards points issue,1
TKT003676,CUST001784,2025-09-01,Late payment inquiry,1
TKT003677,CUST001784,2025-11-01,Rewards points issue,1
TKT003678,CUST001784,2025-12-01,Billing dispute,0
TKT003679,CUST001785,2025-03-01,Billing dispute,1
TKT003680,CUST001785,2025-03-01,App/website login issue,1
TKT003681,CUST001785,2025-05-01,Fee complaint,1
TKT003682,CUST001798,2025-10-01,General inquiry,1
TKT003683,CUST001798,2025-10-01,Billing dispute,1
TKT003684,CUST001809,2025-06-01,Late payment inquiry,1
TKT003685,CUST001809,2025-07-01,Rewards points issue,0
TKT003686,CUST001809,2025-08-01,Billing dispute,1
TKT003687,CUST001809,2025-08-01,Fee complaint,1
TKT003688,CUST001810,2025-07-01,Billing dispute,1
TKT003689,CUST001810,2025-08-01,Late payment inquiry,1
TKT003690,CUST001811,2025-07-01,App/website login issue,1
TKT003691,CUST001811,2025-07-01,Fee complaint,1
TKT003692,CUST001811,2025-08-01,General inquiry,1
TKT003693,CUST001811,2025-08-01,Billing dispute,1
TKT003694,CUST001811,2025-08-01,Fee complaint,1
TKT003695,CUST001814,2025-06-01,General inquiry,1
TKT003696,CUST001816,2025-01-01,App/website login issue,1
TKT003697,CUST001816,2025-02-01,Requesting credit limit increase,1
TKT003698,CUST001816,2025-02-01,Card not working,1
TKT003699,CUST001816,2025-03-01,Billing dispute,1
TKT003700,CUST001816,2025-04-01,App/website login issue,1
TKT003701,CUST001816,2025-04-01,General inquiry,1
TKT003702,CUST001816,2025-04-01,Late payment inquiry,0
TKT003703,CUST001816,2025-05-01,General inquiry,1
TKT003704,CUST001816,2025-06-01,Late payment inquiry,1
TKT003705,CUST001816,2025-06-01,Rewards points issue,1
TKT003706,CUST001816,2025-07-01,Late payment inquiry,1
TKT003707,CUST001816,2025-08-01,Late payment inquiry,1
TKT003708,CUST001816,2025-09-01,Late payment inquiry,0
TKT003709,CUST001816,2025-09-01,Fraud concern,1
TKT003710,CUST001816,2025-12-01,Fee complaint,1
TKT003711,CUST001816,2025-12-01,Fee complaint,1
TKT003712,CUST001818,2025-02-01,Requesting card cancellation,1
TKT003713,CUST001818,2025-03-01,Billing dispute,1
TKT003714,CUST001822,2025-04-01,Billing dispute,1
TKT003715,CUST001822,2025-05-01,General inquiry,1
TKT003716,CUST001822,2025-05-01,Billing dispute,1
TKT003717,CUST001822,2025-05-01,Requesting card cancellation,1
TKT003718,CUST001822,2025-06-01,Fraud concern,1
TKT003719,CUST001824,2025-08-01,Billing dispute,1
TKT003720,CUST001828,2025-03-01,App/website login issue,1
TKT003721,CUST001828,2025-03-01,Billing dispute,0
TKT003722,CUST001828,2025-05-01,Fee complaint,1
TKT003723,CUST001828,2025-06-01,Fee complaint,1
TKT003724,CUST001828,2025-09-01,General inquiry,1
TKT003725,CUST001828,2025-09-01,Fee complaint,1
TKT003726,CUST001828,2025-09-01,Requesting credit limit increase,1
TKT003727,CUST001828,2025-10-01,App/website login issue,1
TKT003728,CUST001828,2025-12-01,Card not working,1
TKT003729,CUST001828,2025-12-01,Late payment inquiry,1
TKT003730,CUST001834,2025-01-01,Fee complaint,1
TKT003731,CUST001834,2025-01-01,General inquiry,1
TKT003732,CUST001834,2025-02-01,Card not working,1
TKT003733,CUST001834,2025-02-01,Card not working,1
TKT003734,CUST001837,2025-10-01,Requesting card cancellation,1
TKT003735,CUST001837,2025-11-01,Card not working,0
TKT003736,CUST001837,2025-11-01,Requesting card cancellation,1
TKT003737,CUST001837,2025-11-01,Rewards points issue,1
TKT003738,CUST001842,2025-01-01,Fee complaint,1
TKT003739,CUST001842,2025-04-01,Fraud concern,0
TKT003740,CUST001844,2025-01-01,Late payment inquiry,1
TKT003741,CUST001847,2025-01-01,App/website login issue,1
TKT003742,CUST001847,2025-01-01,Billing dispute,1
TKT003743,CUST001852,2025-02-01,Fee complaint,1
TKT003744,CUST001852,2025-03-01,Billing dispute,1
TKT003745,CUST001852,2025-08-01,Requesting card cancellation,1
TKT003746,CUST001852,2025-08-01,Billing dispute,1
TKT003747,CUST001852,2025-11-01,Requesting card cancellation,1
TKT003748,CUST001852,2025-11-01,Fee complaint,1
TKT003749,CUST001855,2025-03-01,General inquiry,0
TKT003750,CUST001855,2025-04-01,Fee complaint,1
TKT003751,CUST001859,2025-10-01,Requesting credit limit increase,1
TKT003752,CUST001859,2025-10-01,General inquiry,1
TKT003753,CUST001859,2025-11-01,Fraud concern,0
TKT003754,CUST001859,2025-11-01,Billing dispute,1
TKT003755,CUST001861,2025-07-01,Card not working,1
TKT003756,CUST001861,2025-09-01,Rewards points issue,1
TKT003757,CUST001864,2025-03-01,App/website login issue,1
TKT003758,CUST001864,2025-03-01,Requesting card cancellation,0
TKT003759,CUST001864,2025-04-01,Billing dispute,1
TKT003760,CUST001864,2025-04-01,Fee complaint,1
TKT003761,CUST001864,2025-05-01,App/website login issue,1
TKT003762,CUST001865,2025-08-01,App/website login issue,1
TKT003763,CUST001865,2025-10-01,Billing dispute,1
TKT003764,CUST001868,2025-01-01,General inquiry,1
TKT003765,CUST001868,2025-01-01,Fraud concern,0
TKT003766,CUST001868,2025-02-01,Requesting card cancellation,1
TKT003767,CUST001868,2025-03-01,Requesting card cancellation,1
TKT003768,CUST001868,2025-03-01,Fee complaint,1
TKT003769,CUST001868,2025-04-01,Rewards points issue,1
TKT003770,CUST001868,2025-04-01,Requesting card cancellation,1
TKT003771,CUST001868,2025-06-01,Card not working,1
TKT003772,CUST001868,2025-06-01,Fee complaint,1
TKT003773,CUST001868,2025-09-01,General inquiry,1
TKT003774,CUST001868,2025-10-01,Billing dispute,1
TKT003775,CUST001868,2025-11-01,Fee complaint,1
TKT003776,CUST001868,2025-11-01,Requesting card cancellation,1
TKT003777,CUST001868,2025-12-01,Billing dispute,1
TKT003778,CUST001868,2025-12-01,Late payment inquiry,1
TKT003779,CUST001877,2025-03-01,Requesting card cancellation,1
TKT003780,CUST001877,2025-04-01,App/website login issue,1
TKT003781,CUST001877,2025-05-01,Fee complaint,1
TKT003782,CUST001877,2025-06-01,Rewards points issue,1
TKT003783,CUST001877,2025-06-01,Billing dispute,1
TKT003784,CUST001877,2025-09-01,Card not working,1
TKT003785,CUST001877,2025-10-01,Card not working,1
TKT003786,CUST001877,2025-11-01,App/website login issue,0
TKT003787,CUST001878,2025-02-01,Rewards points issue,1
TKT003788,CUST001878,2025-05-01,Rewards points issue,1
TKT003789,CUST001878,2025-08-01,Requesting card cancellation,1
TKT003790,CUST001878,2025-09-01,Card not working,1
TKT003791,CUST001887,2025-04-01,Fraud concern,1
TKT003792,CUST001887,2025-04-01,Requesting card cancellation,1
TKT003793,CUST001887,2025-04-01,Late payment inquiry,1
TKT003794,CUST001887,2025-05-01,Card not working,1
TKT003795,CUST001887,2025-06-01,Fee complaint,0
TKT003796,CUST001891,2025-02-01,General inquiry,1
TKT003797,CUST001891,2025-02-01,App/website login issue,1
TKT003798,CUST001891,2025-04-01,Billing dispute,1
TKT003799,CUST001891,2025-05-01,Billing dispute,1
TKT003800,CUST001891,2025-05-01,Card not working,1
TKT003801,CUST001891,2025-09-01,Late payment inquiry,1
TKT003802,CUST001891,2025-10-01,Late payment inquiry,1
TKT003803,CUST001891,2025-10-01,Rewards points issue,1
TKT003804,CUST001891,2025-10-01,Billing dispute,1
TKT003805,CUST001891,2025-12-01,Requesting card cancellation,1
TKT003806,CUST001893,2025-09-01,Fee complaint,1
TKT003807,CUST001893,2025-10-01,Fee complaint,1
TKT003808,CUST001893,2025-10-01,Requesting card cancellation,1
TKT003809,CUST001895,2025-06-01,Billing dispute,1
TKT003810,CUST001895,2025-08-01,General inquiry,1
TKT003811,CUST001899,2025-01-01,Requesting card cancellation,1
TKT003812,CUST001899,2025-06-01,Billing dispute,1
TKT003813,CUST001899,2025-06-01,Card not working,1
TKT003814,CUST001899,2025-08-01,Late payment inquiry,1
TKT003815,CUST001899,2025-08-01,Card not working,1
TKT003816,CUST001899,2025-09-01,Fee complaint,0
TKT003817,CUST001899,2025-10-01,Fee complaint,1
TKT003818,CUST001899,2025-10-01,General inquiry,1
TKT003819,CUST001901,2025-01-01,Rewards points issue,1
TKT003820,CUST001901,2025-03-01,Fraud concern,1
TKT003821,CUST001901,2025-05-01,Requesting card cancellation,1
TKT003822,CUST001901,2025-05-01,Late payment inquiry,0
TKT003823,CUST001901,2025-06-01,Fee complaint,1
TKT003824,CUST001901,2025-06-01,Late payment inquiry,1
TKT003825,CUST001901,2025-06-01,Card not working,1
TKT003826,CUST001901,2025-07-01,Billing dispute,0
TKT003827,CUST001901,2025-08-01,Fee complaint,1
TKT003828,CUST001901,2025-08-01,Fee complaint,1
TKT003829,CUST001901,2025-08-01,Card not working,1
TKT003830,CUST001901,2025-10-01,Billing dispute,1
TKT003831,CUST001904,2025-03-01,Card not working,1
TKT003832,CUST001904,2025-06-01,Fee complaint,0
TKT003833,CUST001904,2025-06-01,Requesting credit limit increase,1
TKT003834,CUST001904,2025-07-01,Billing dispute,0
TKT003835,CUST001904,2025-07-01,Fee complaint,1
TKT003836,CUST001904,2025-09-01,App/website login issue,1
TKT003837,CUST001904,2025-10-01,Rewards points issue,1
TKT003838,CUST001904,2025-11-01,Fee complaint,1
TKT003839,CUST001904,2025-12-01,Card not working,1
TKT003840,CUST001904,2025-12-01,Requesting credit limit increase,0
TKT003841,CUST001908,2025-09-01,Fee complaint,1
TKT003842,CUST001908,2025-11-01,Card not working,1
TKT003843,CUST001913,2025-06-01,Requesting credit limit increase,1
TKT003844,CUST001913,2025-08-01,Requesting card cancellation,1
TKT003845,CUST001914,2025-04-01,Rewards points issue,1
TKT003846,CUST001914,2025-04-01,Billing dispute,1
TKT003847,CUST001914,2025-05-01,Requesting credit limit increase,0
TKT003848,CUST001914,2025-06-01,Late payment inquiry,1
TKT003849,CUST001917,2025-01-01,Late payment inquiry,1
TKT003850,CUST001917,2025-02-01,Fee complaint,1
TKT003851,CUST001917,2025-03-01,Billing dispute,1
TKT003852,CUST001917,2025-07-01,Requesting card cancellation,1
TKT003853,CUST001917,2025-08-01,App/website login issue,1
TKT003854,CUST001917,2025-10-01,Billing dispute,1
TKT003855,CUST001917,2025-10-01,Requesting card cancellation,1
TKT003856,CUST001917,2025-11-01,Billing dispute,1
TKT003857,CUST001918,2025-03-01,Requesting credit limit increase,1
TKT003858,CUST001918,2025-05-01,Requesting credit limit increase,1
TKT003859,CUST001921,2025-07-01,Billing dispute,0
TKT003860,CUST001921,2025-08-01,Rewards points issue,1
TKT003861,CUST001921,2025-08-01,Late payment inquiry,1
TKT003862,CUST001921,2025-09-01,Requesting credit limit increase,1
TKT003863,CUST001921,2025-09-01,Late payment inquiry,1
TKT003864,CUST001927,2025-01-01,Fraud concern,1
TKT003865,CUST001927,2025-01-01,Late payment inquiry,1
TKT003866,CUST001927,2025-03-01,Rewards points issue,0
TKT003867,CUST001927,2025-04-01,Requesting card cancellation,1
TKT003868,CUST001927,2025-04-01,Fee complaint,1
TKT003869,CUST001927,2025-05-01,Billing dispute,0
TKT003870,CUST001927,2025-06-01,Fraud concern,1
TKT003871,CUST001927,2025-06-01,General inquiry,1
TKT003872,CUST001927,2025-09-01,Billing dispute,1
TKT003873,CUST001927,2025-11-01,Card not working,1
TKT003874,CUST001927,2025-12-01,App/website login issue,1
TKT003875,CUST001928,2025-01-01,Rewards points issue,1
TKT003876,CUST001928,2025-01-01,Requesting card cancellation,1
TKT003877,CUST001928,2025-01-01,General inquiry,1
TKT003878,CUST001934,2025-09-01,App/website login issue,1
TKT003879,CUST001934,2025-09-01,Billing dispute,1
TKT003880,CUST001935,2025-03-01,Rewards points issue,1
TKT003881,CUST001935,2025-04-01,Fee complaint,1
TKT003882,CUST001935,2025-05-01,Billing dispute,1
TKT003883,CUST001935,2025-05-01,Requesting card cancellation,1
TKT003884,CUST001936,2025-01-01,Card not working,1
TKT003885,CUST001936,2025-01-01,Late payment inquiry,1
TKT003886,CUST001936,2025-01-01,App/website login issue,1
TKT003887,CUST001936,2025-03-01,Requesting card cancellation,0
TKT003888,CUST001936,2025-03-01,Rewards points issue,1
TKT003889,CUST001936,2025-04-01,Requesting card cancellation,1
TKT003890,CUST001936,2025-04-01,Requesting card cancellation,0
TKT003891,CUST001936,2025-04-01,Requesting card cancellation,0
TKT003892,CUST001936,2025-06-01,Fee complaint,1
TKT003893,CUST001936,2025-09-01,App/website login issue,1
TKT003894,CUST001936,2025-09-01,Requesting credit limit increase,1
TKT003895,CUST001936,2025-10-01,General inquiry,0
TKT003896,CUST001936,2025-10-01,Billing dispute,1
TKT003897,CUST001936,2025-11-01,App/website login issue,1
TKT003898,CUST001936,2025-11-01,Billing dispute,1
TKT003899,CUST001936,2025-12-01,Fee complaint,1
TKT003900,CUST001938,2025-04-01,App/website login issue,1
TKT003901,CUST001938,2025-04-01,Card not working,0
TKT003902,CUST001938,2025-04-01,Requesting card cancellation,1
TKT003903,CUST001938,2025-05-01,Requesting credit limit increase,1
TKT003904,CUST001938,2025-05-01,General inquiry,1
TKT003905,CUST001938,2025-06-01,Fee complaint,1
TKT003906,CUST001938,2025-07-01,App/website login issue,1
TKT003907,CUST001938,2025-07-01,Billing dispute,1
TKT003908,CUST001938,2025-08-01,App/website login issue,1
TKT003909,CUST001938,2025-08-01,App/website login issue,1
TKT003910,CUST001938,2025-10-01,Billing dispute,1
TKT003911,CUST001938,2025-10-01,Billing dispute,1
TKT003912,CUST001950,2025-03-01,Late payment inquiry,1
TKT003913,CUST001950,2025-04-01,Billing dispute,1
TKT003914,CUST001950,2025-09-01,Fee complaint,1
TKT003915,CUST001950,2025-10-01,Late payment inquiry,1
TKT003916,CUST001950,2025-11-01,Requesting credit limit increase,1
TKT003917,CUST001950,2025-12-01,Fraud concern,1
TKT003918,CUST001950,2025-12-01,Fee complaint,1
TKT003919,CUST001951,2025-04-01,App/website login issue,1
TKT003920,CUST001951,2025-06-01,Late payment inquiry,1
TKT003921,CUST001951,2025-06-01,Fraud concern,1
TKT003922,CUST001955,2025-05-01,Late payment inquiry,1
TKT003923,CUST001955,2025-05-01,Card not working,1
TKT003924,CUST001955,2025-06-01,Requesting card cancellation,1
TKT003925,CUST001955,2025-07-01,General inquiry,1
TKT003926,CUST001957,2025-01-01,Card not working,0
TKT003927,CUST001957,2025-02-01,Billing dispute,0
TKT003928,CUST001957,2025-04-01,Late payment inquiry,1
TKT003929,CUST001957,2025-04-01,Rewards points issue,1
TKT003930,CUST001957,2025-04-01,Requesting card cancellation,1
TKT003931,CUST001957,2025-05-01,Requesting credit limit increase,1
TKT003932,CUST001957,2025-06-01,Card not working,1
TKT003933,CUST001957,2025-08-01,Card not working,1
TKT003934,CUST001957,2025-09-01,General inquiry,1
TKT003935,CUST001957,2025-11-01,Card not working,1
TKT003936,CUST001957,2025-11-01,Rewards points issue,1
TKT003937,CUST001957,2025-12-01,Rewards points issue,1
TKT003938,CUST001971,2025-04-01,Card not working,1
TKT003939,CUST001971,2025-05-01,Fee complaint,1
TKT003940,CUST001971,2025-05-01,General inquiry,1
TKT003941,CUST001971,2025-06-01,App/website login issue,1
TKT003942,CUST001971,2025-06-01,Fee complaint,1
TKT003943,CUST001976,2025-01-01,Requesting card cancellation,1
TKT003944,CUST001976,2025-01-01,Billing dispute,1
TKT003945,CUST001976,2025-01-01,Requesting credit limit increase,1
TKT003946,CUST001976,2025-01-01,Rewards points issue,1
TKT003947,CUST001976,2025-03-01,Late payment inquiry,1
TKT003948,CUST001976,2025-03-01,Card not working,0
TKT003949,CUST001980,2025-07-01,Billing dispute,1
TKT003950,CUST001980,2025-08-01,Billing dispute,1
TKT003951,CUST001980,2025-09-01,Billing dispute,1
TKT003952,CUST001980,2025-09-01,App/website login issue,1
TKT003953,CUST001986,2025-02-01,Billing dispute,0
TKT003954,CUST001986,2025-02-01,Fee complaint,1
